gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
POLR2B	1	2	0	0	8	1.075755061220065	0	0	5.27068402143254	0.9511271407679616	0.531702776873481	0.8034740011186702	0.019284628154385152	0.9752847280352231	0.9702113026284171	0.9898026190382732	0.8612919998997314	0.08006508982510252	0.9999887888990061
DPY19L4	0	3	1	0	3	31.595825308051047	69.61288746502794	69.61288746502794	3.207728103513416	0.08686740763819967	0.0758929441902847	0.13543821580878512	0.11449655539507012	0.7166830614656916	0.9702113026284171	0.9852890954449441	1	0.0801172248149028	0.9999887888990061
MRPL4	1	0	0	0	3	0	0	0	6.487137281965679	0.23521042450158802	0.6721622310175522	0.47143211787079564	0.0329341752055855	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.0801964539932356	0.9999887888990061
CFLAR	0	1	1	1	0	14.136717956749493	208.90363860741195	208.90363860741195	0	0.31544052832337055	0.004384810710631348	0.015554123082352045	1	0.7278720578273148	0.7251597133198574	0.7261808012815529	1	0.08031261836687142	0.9999887888990061
CPA1	0	0	0	0	4	0	0	0	7.372683006170518	0.753978505464762	0.9093355581405675	0.9487891929667515	0.016407688419295647	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8044290748327354	0.08036804611710036	0.9999887888990061
FMNL3	1	0	1	0	3	0	6.256555156105006	6.256555156105006	2.259139247999721	0.16187006317411679	0.21859949622187702	0.08394032310086919	0.1860240792938663	0.7260994603950114	0.9702113026284171	0.9503526786883266	1	0.08056562887643803	0.9999887888990061
BTBD8	0	8	0	0	2	54.137339066806575	0	0	0.8635044234778632	0.014913030079239609	0.8765398131466564	0.032623628052561804	0.4786611695906011	0.583691676103203	0.9702113026284171	0.945545527017947	1	0.08056871788864539	0.9999887888990061
PLEKHH1	0	2	2	0	1	16.93254826867147	163.71741350889698	163.71741350889698	0.5671294620131168	0.22471563221762703	0.007016009696804715	0.024961588995940143	0.6265447302762823	0.7260994603950114	0.9336542972033595	0.8924219540587165	1	0.08066806165586404	0.9999887888990061
CFAP298	0	2	0	0	2	36.789423329718446	0	0	5.320492891050889	0.08735941769283206	0.9055950085276215	0.20689385109033698	0.07561985731684552	0.7166830614656916	0.9702113026284171	0.9898026190382732	1	0.08069189171936475	0.9999887888990061
TMEM222	0	3	0	0	1	61.63055059694637	0	0	3.703979500707676	0.025417855404043954	0.9284170709408217	0.07439352532843746	0.21080780964956433	0.6592729166770194	0.9702113026284171	0.945545527017947	1	0.0808475594381135	0.9999887888990061
VRK3	0	2	2	0	0	28.04158574379021	219.2897977847764	219.2897977847764	0	0.1256895478805905	0.003988320948582924	0.01570058603977209	1	0.7260994603950114	0.7251597133198574	0.7295364943230918	1	0.08092171914975321	0.9999887888990061
LRFN5	2	5	2	0	2	1.9114828295070292	13.112202528514306	13.112202528514306	2.1503658767997345	0.41525569744977864	0.02046143666098832	0.06800138039923131	0.2309335527974838	0.7790574425541928	0.9584189068697208	0.945545527017947	1	0.08093507133552336	0.9999887888990061
ZNF776	3	0	0	0	2	0	0	0	2.9831665342886486	0.03675096304666092	0.44451666144749635	0.09746443248930892	0.16126611803218052	0.6841658139555099	0.9702113026284171	0.9535968522666106	1	0.0809928465240255	0.9999887888990061
EPHA5	0	6	1	0	2	51.448254254234236	89.02503547173619	89.02503547173619	1.4901476720845128	0.020938707008878787	0.05895483941119606	0.0485268395384012	0.32442096631501843	0.6415545111868707	0.9702113026284171	0.945545527017947	1	0.08109836742641663	0.9999887888990061
COPS7A	2	1	0	0	3	0.6741778201660157	0	0	8.414475170085916	0.7410149029044879	0.576972301909749	0.8260001249277664	0.019082861601637857	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8542309808952855	0.081178567539475055	0.9999887888990061
SERTAD4	0	0	1	0	1	0	175.41952229972264	175.41952229972264	2.168436178285446	0.7662486589008848	0.028764095504910547	0.050557979240663076	0.311907929873572	0.9292052436354172	0.9584189068697208	0.945545527017947	1	0.08120756945696128	0.9999887888990061
CD93	0	2	0	0	4	23.409977269792233	0	0	4.742001320967255	0.1569660948800592	0.9207955792860546	0.3442548737907868	0.045850513947564064	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08126909500029	0.9999887888990061
XPO1	1	1	1	0	6	0.5868363910177449	4.814654040625869	4.814654040625869	4.332826766686032	0.701944417142625	0.28409323193308555	0.38708307759356897	0.04079544460135684	0.9292052436354172	0.9702113026284171	0.9898026190382732	1	0.08129798263032606	0.9999887888990061
SLC7A14	0	5	1	0	1	53.379442146833696	160.75528373546163	160.75528373546163	1.0027612896993578	0.02181784231447703	0.03158693930823209	0.03217385814331508	0.4911591698514596	0.6488635333101511	0.9584189068697208	0.945545527017947	1	0.08134468520090077	0.9999887888990061
CCT4	1	3	0	0	4	2.5838630487197727	0	0	5.734309004799291	0.3696772611329423	0.6115200662050734	0.524809100938407	0.0301437441518701	0.7415129876035876	0.9702113026284171	0.9898026190382732	1	0.0814161213820297	0.9999887888990061
EP400	1	13	0	1	5	6.652272200812073	5.472015485645992	5.472015485645992	1.2390072273493988	0.014056968967353645	0.2502573687493732	0.04844001802949782	0.3267099430688832	0.5780139035342776	0.9702113026284171	0.945545527017947	1	0.08144151445450598	0.9999887888990061
ZNF362	3	0	0	0	2	0	0	0	3.6775853474959828	0.04778832676020828	0.53134142746659	0.1269589442297291	0.12477585301142143	0.7062500530767621	0.9702113026284171	0.9826909816049674	1	0.08150608260836656	0.9999887888990061
EXD1	0	5	0	0	1	62.80494205735833	0	0	1.351015210554807	0.014249453988694594	0.8987234382252789	0.037803168332211645	0.4190822847148922	0.5780139035342776	0.9702113026284171	0.945545527017947	1	0.08151117108008199	0.9999887888990061
CHAT	0	7	1	0	0	74.33693818101709	118.53693349119499	118.53693349119499	0	0.006010195857839573	0.043681162079211466	0.01586783684421289	1	0.41886744376748736	0.9584189068697208	0.7355607212002193	1	0.08161560088999376	0.9999887888990061
PSMA8	0	2	1	0	1	41.01471085512619	151.6148522924687	151.6148522924687	3.012185663999628	0.0747919710158862	0.033627998403013115	0.06429868414164408	0.2468425110405151	0.7127548510324606	0.9584189068697208	0.945545527017947	1	0.08163139450154688	0.9999887888990061
E2F5	0	1	0	0	3	17.545814191172987	0	0	6.692781403296004	0.2678240885943677	0.917692346008311	0.5179605634191022	0.03091701518167983	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.0822197019429034	0.9999887888990061
GOLGA8S	2	12	0	0	0	4.991745394695335	0	0	0	0.011695996257823915	0.44397973290040793	0.016022749466296227	1	0.5704105869284597	0.9702113026284171	0.7378555925027375	1	0.08225672157468011	0.9999887888990061
COPA	0	3	0	1	5	23.478826561760133	65.4124790881325	65.4124790881325	3.1366763194809737	0.13518544886361472	0.08082811810411294	0.17746541550829553	0.090329135286062	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08228792155679687	0.9999887888990061
RFX1	2	0	1	0	2	0	4.356794251917682	4.356794251917682	1.5798606441793965	0.06364762885093522	0.2794631184381321	0.052042070000781426	0.30866111583394484	0.7062500530767621	0.9702113026284171	0.945545527017947	1	0.08242455780608338	0.9999887888990061
AMOTL2	1	6	0	0	4	4.078108846161877	0	0	3.6951394541666076	0.12069309310254406	0.6261016409401172	0.21342964088562189	0.0753349158933301	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08248792598763122	0.9999887888990061
SSX5	0	3	0	0	1	62.55358604494883	0	0	3.3657900680343666	0.02464342288746635	0.9213387836032977	0.07085521941770989	0.22700660631799546	0.6592729166770194	0.9702113026284171	0.945545527017947	1	0.08251228870689764	0.9999887888990061
PPEF2	0	6	1	0	1	61.62573551703822	89.16698765070244	89.16698765070244	1.026699888127194	0.01266025263262438	0.058857488596187335	0.033160538732689426	0.48541351212394257	0.5704105869284597	0.9702113026284171	0.945545527017947	1	0.08256172183837651	0.9999887888990061
SOWAHD	1	7	0	0	1	7.27779360599947	0	0	2.449783910278178	0.018530520053333	0.8187206033038346	0.05628434132032434	0.28670090722029945	0.6228419815864263	0.9702113026284171	0.945545527017947	1	0.08272765582590746	0.9999887888990061
DOP1A	0	8	0	0	3	48.97586237497772	0	0	0.9375838300136103	0.02000505491242388	0.8573636830371398	0.03717899795397239	0.4342309497267438	0.6380830384947793	0.9702113026284171	0.945545527017947	1	0.0827586034675224	0.9999887888990061
FANCM	0	9	0	0	1	58.1233946726698	0	0	0.3778095244743311	0.011029430935721285	0.8703369680465368	0.022681683393991126	0.7126096886441023	0.5662965642900766	0.9702113026284171	0.8435343926867954	1	0.08283664236817467	0.9999887888990061
GADD45B	0	1	0	0	2	22.74480992145912	0	0	8.747251024270104	0.21691779746354067	0.9476006021508301	0.45756748681017456	0.03539592819861944	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08297206874842922	0.9999887888990061
PRAMEF4	1	9	0	0	0	8.900740991168758	0	0	0	0.005763368967005689	0.721515079547266	0.01620397884725855	1	0.41399743186005267	0.9702113026284171	0.7378555925027375	1	0.08300485667547974	0.9999887888990061
MRPL53	0	0	0	0	2	0	0	0	13.701446294653175	0.8133536199927581	0.9546123087987018	0.9714196035706313	0.016686970744922643	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8129622154579568	0.08302988594118565	0.9999887888990061
TSPAN1	0	1	1	0	1	22.428968873962972	221.79310330797503	221.79310330797503	3.1988913869748115	0.21947857869746412	0.02234028024707846	0.0687663009012468	0.23595558567075164	0.7260994603950114	0.9584189068697208	0.945545527017947	1	0.08309477000024079	0.9999887888990061
XKRX	0	0	1	0	1	0	186.60298298210566	186.60298298210566	1.7202927014397873	0.7549398962126669	0.026915261345637154	0.04479237266437053	0.362739625745883	0.9292052436354172	0.9584189068697208	0.945545527017947	1	0.08318614428052062	0.9999887888990061
CBFA2T3	0	7	0	0	0	76.27307098036984	0	0	0	0.005501595701384976	0.911640318203494	0.0162570459967446	1	0.40900369699529504	0.9702113026284171	0.7378555925027375	1	0.08322353911615255	0.9999887888990061
HM13	0	3	0	0	2	43.820431268659206	0	0	3.6259096751658286	0.049550645107751756	0.9136797009614998	0.12797573766747583	0.12704100256768364	0.7062500530767621	0.9702113026284171	0.9836575725906231	1	0.08322815269986983	0.9999887888990061
KCNH2	1	9	0	0	3	5.758265863590522	0	0	2.0020647818480284	0.03366377648612262	0.6824557252907558	0.07556214273646467	0.2153919218861064	0.6841658139555099	0.9702113026284171	0.9457112195845948	1	0.0832994425572614	0.9999887888990061
WBP2	0	0	0	0	3	0	0	0	8.86410361428898	0.7762746657656725	0.924502232786425	0.9578681019550039	0.017023886528055043	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8142329297354834	0.08342774385593021	0.9999887888990061
RAPGEF2	0	9	0	0	0	64.02811064284441	0	0	0	0.007963162717882777	0.8700135480461823	0.016318447315950002	1	0.4883241037217018	0.9702113026284171	0.7378555925027375	1	0.08347634939476489	0.9999887888990061
GAA	2	5	0	0	6	1.8353439537162533	0	0	4.87386179841283	0.44598918572839485	0.5101106743029725	0.5381066676828414	0.030343166980897902	0.8115780604943797	0.9702113026284171	0.9898026190382732	1	0.08351508613484704	0.9999887888990061
CA6	0	5	0	0	0	88.51708663647922	0	0	0	0.005217563633614364	0.9170221641934324	0.01636302119569888	1	0.3980348741547664	0.9702113026284171	0.7378555925027375	1	0.08365973055115816	0.9999887888990061
RAB3C	0	1	1	0	1	22.4312462158218	209.14081832318328	209.14081832318328	3.39531454231537	0.2194599100886282	0.02380323545037455	0.07259486075255306	0.22549379659395197	0.7260994603950114	0.9584189068697208	0.945545527017947	1	0.083687159335606	0.9999887888990061
SS18L1	0	4	0	0	1	61.796317481515025	0	0	1.949953943697492	0.01860635195282223	0.8972498759104461	0.048942328790228196	0.33477370704623594	0.6232490700361447	0.9702113026284171	0.945545527017947	1	0.08374848405422708	0.9999887888990061
SCT	0	2	0	0	1	59.180771185135846	0	0	6.345341931540199	0.042642695518783524	0.9384614965113112	0.12104757493645224	0.13538420046095775	0.6899722164916818	0.9702113026284171	0.9751901597309314	1	0.08376215132844955	0.9999887888990061
APOBR	1	11	0	0	1	7.024588330830155	0	0	0.7050379923933555	0.012905279054574392	0.6550702188923363	0.028445396059365358	0.5761364310057031	0.5704105869284597	0.9702113026284171	0.9415377964692133	1	0.08376420615993596	0.9999887888990061
DSG2	1	2	0	1	6	1.20408484100125	8.051101648699232	8.051101648699232	4.150840298380184	0.8754952671198857	0.16847745373650647	0.36245204315789625	0.045221156247537	0.9353087442192781	0.9702113026284171	0.9898026190382732	1	0.08377272238594458	0.9999887888990061
POLR2I	1	1	0	0	2	2.0736822048099346	0	0	12.287805010284195	0.6050396016401182	0.7468482880897985	0.8157385290516764	0.020125023976626535	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8675442879462099	0.08388064521118654	0.9999887888990061
MLF2	2	0	0	0	2	0	0	0	6.217925426890798	0.11981785972950187	0.5755065385097989	0.2728494380102391	0.0601835368513542	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08389826085410612	0.9999887888990061
DMKN	0	2	0	1	2	27.208938683238507	109.76315866131071	109.76315866131071	3.245835285735448	0.13058482862283072	0.047369628484589366	0.1128826361856643	0.14577807759551759	0.7260994603950114	0.9584189068697208	0.9679775747053062	1	0.0840410985644866	0.9999887888990061
FGFR2	0	5	0	0	2	49.812382547236155	0	0	1.8812435374189656	0.02589802903734717	0.8896344770639489	0.06272514375303662	0.263397945854455	0.6592729166770194	0.9702113026284171	0.945545527017947	1	0.08431146031803072	0.9999887888990061
RIN1	0	5	0	0	2	51.08405702271086	0	0	1.9748258052242458	0.024345582854177428	0.9109058413390578	0.06572872317384815	0.2513693889583249	0.6592729166770194	0.9702113026284171	0.945545527017947	1	0.08431357324652444	0.9999887888990061
ZNF792	0	2	1	0	2	22.58176402195433	176.66996742544978	176.66996742544978	2.445913793516285	0.16376969933260044	0.02854549016940955	0.08190451232382034	0.201767949714285	0.7260994603950114	0.9584189068697208	0.9503526786883266	1	0.08432800142643693	0.9999887888990061
MPV17	0	1	0	0	2	25.877446355635847	0	0	8.063872037999003	0.1942791079934576	0.9201197244328694	0.41055379497337274	0.04031323982988396	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08443075065594241	0.9999887888990061
BRD7	1	2	0	0	5	1.5742633568965103	0	0	5.927501651209068	0.6989355601999903	0.5961968373797956	0.7669364500675048	0.021618843802917394	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8810579634847294	0.08455181887277352	0.9999887888990061
CACNA1I	11	7	0	0	4	0.37520733098864406	0	0	1.3923232295825618	0.03885626333246117	0.11996906007864361	0.05536029945116627	0.29990686565574226	0.6841658139555099	0.9702113026284171	0.945545527017947	1	0.08464467674516085	0.9999887888990061
CD40	0	0	0	1	1	0	150.6528711163716	150.6528711163716	2.7846464591651237	0.7827327101638132	0.03385744345661268	0.06353359174384077	0.26155188962161324	0.9292052436354172	0.9584189068697208	0.945545527017947	1	0.08470367229053521	0.9999887888990061
CAPG	0	1	0	0	3	16.211859014882865	0	0	6.654427355139579	0.2847217367844247	0.9042239529106739	0.5325461749545148	0.03128046584384524	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.0848714536134586	0.9999887888990061
AGRN	6	8	0	0	11	0.824482420896681	0	0	4.161998471225292	0.7212362782994766	0.2576612817573102	0.5200556639872002	0.03204732920563851	0.9292052436354172	0.9702113026284171	0.9898026190382732	1	0.08490463068728316	0.9999887888990061
ACIN1	3	4	0	0	8	0.7267035989045025	0	0	4.614794132029236	0.6765359482382709	0.3097595571716415	0.5852825715191754	0.02848615308712962	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.9816129564751711	0.08492941628545647	0.9999887888990061
HRCT1	0	2	0	0	1	58.10667529602301	0	0	6.673549272826762	0.0439142701426084	0.9636419282109329	0.12879338478917057	0.12962278207869832	0.697786114424696	0.9702113026284171	0.9836575725906231	1	0.08501991140009901	0.9999887888990061
EXOC7	1	2	0	2	2	1.5384503351250531	14.535397142040907	14.535397142040907	2.103618792521479	0.7137194106924456	0.02557667388460083	0.07084920108935411	0.23612394434536185	0.9292052436354172	0.9584189068697208	0.945545527017947	1	0.08516162915968217	0.9999887888990061
EPHA7	1	2	2	0	3	1.202953162670851	11.078332442075109	11.078332442075109	2.3247198668105233	0.876125537000633	0.042581135132228276	0.09336683496239828	0.17940153904006795	0.9356754793255656	0.9584189068697208	0.9535968522666106	1	0.08524735939735384	0.9999887888990061
CHCHD3	0	0	1	0	1	0	134.2273125951852	134.2273125951852	3.3224537152270575	0.789563666086011	0.038289595745161775	0.0731620024150359	0.22926429734051193	0.9292052436354172	0.9584189068697208	0.945545527017947	1	0.08534254810181563	0.9999887888990061
TAF9	0	0	0	0	3	0	0	0	8.76375527148571	0.7829923292329495	0.9402279772548099	0.9611307915536296	0.017456707321757213	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8288546325927539	0.08536194009635378	0.9999887888990061
ERAL1	0	3	0	0	2	42.898514985327935	0	0	3.5348480166570977	0.05151450390997214	0.9032249659574002	0.12803484068136994	0.13118580272709462	0.7062500530767621	0.9702113026284171	0.9836575725906231	1	0.08543622142239149	0.9999887888990061
NUMA1	0	2	0	0	11	14.22017532814594	0	0	4.024314211780221	0.26699307889787594	0.8752381766120731	0.4768025421997444	0.03527395630964274	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08552757742444017	0.9999887888990061
ANKRD31	0	4	2	0	2	26.537313395011914	140.67114113132828	140.67114113132828	0.8017935946638056	0.10230997106396755	0.009346436023294658	0.03366649089692597	0.49967585919883667	0.7175628765328598	0.9584189068697208	0.945545527017947	1	0.08554236864219023	0.9999887888990061
ACTL10	0	0	1	0	0	0	552.1426475503588	552.1426475503588	0	0.7695497245314254	0.00829039040826196	0.01685021889219329	1	0.9292052436354172	0.9584189068697208	0.7577562803887016	1	0.08565626170776852	0.9999887888990061
ICOS	0	1	0	0	2	28.055125275873245	0	0	7.7413171564790435	0.1810122805536738	0.9268351793711189	0.39230126788620046	0.0429979246586881	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08572943255272458	0.9999887888990061
SOWAHC	0	2	1	0	1	25.21521644229548	343.18218299051176	343.18218299051176	1.4717332997108448	0.14352590816702193	0.013914698742974574	0.04235509786341052	0.3988219741961062	0.7260994603950114	0.9584189068697208	0.945545527017947	1	0.08582740519647958	0.9999887888990061
FBXW4	2	1	0	2	1	0.49958725543931126	9.828826081886842	9.828826081886842	1.8744109337721655	0.5562544681656845	0.03586536328605339	0.04918372923047498	0.3434826783336469	0.9292052436354172	0.9584189068697208	0.945545527017947	1	0.08583399700514582	0.9999887888990061
HMGXB4	2	0	0	0	3	0	0	0	3.857799247414806	0.08154992932720773	0.5163432149312969	0.1977109261839699	0.08551101955131346	0.7142512344802365	0.9702113026284171	0.9898026190382732	1	0.08588583415062445	0.9999887888990061
TENT4A	0	7	0	0	0	75.88379079524988	0	0	0	0.0055997613088474285	0.915429485556739	0.01691164799764633	1	0.4114851531549485	0.9702113026284171	0.7587744452521961	1	0.08590698896585836	0.9999887888990061
FGF10	1	0	1	0	1	0	19.08253735914572	19.08253735914572	3.703979500707676	0.34198495247543914	0.06654673969765068	0.08038106970823145	0.21080780964956433	0.7316718699877017	0.9702113026284171	0.9503526786883266	1	0.08604284966471265	0.9999887888990061
WDR45	0	0	1	0	1	0	157.56985909747894	157.56985909747894	2.080999235612646	0.755608824907979	0.03227092780986529	0.05286808645689134	0.32067236871545096	0.9292052436354172	0.9584189068697208	0.945545527017947	1	0.08607700830469356	0.9999887888990061
CDK2AP2	0	2	0	0	1	59.80562364691244	0	0	6.095525320062238	0.04192773231555447	0.9466855953341993	0.12102526850829876	0.14012496217243875	0.6899156921007307	0.9702113026284171	0.9751901597309314	1	0.08609872580150779	0.9999887888990061
BX276092.9	0	5	0	0	1	62.35366082606337	0	0	1.4915832671443243	0.014531164642378691	0.9211019592443328	0.04291452744569779	0.3956775167456267	0.5780139035342776	0.9702113026284171	0.945545527017947	1	0.08618698864037455	0.9999887888990061
TCF3	0	2	0	0	4	22.988560768824726	0	0	4.553715974399438	0.16037397337073078	0.9059216281563786	0.3407440254755907	0.04991016759391	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08629406862555988	0.9999887888990061
POLE3	1	0	0	0	2	0	0	0	10.461239400647356	0.3666422161324938	0.7686651177538618	0.6457724581339497	0.02639943513227202	0.7404159493497746	0.9702113026284171	0.9898026190382732	0.9545762477957583	0.08646283769717822	0.9999887888990061
ASNA1	0	1	0	0	3	16.16733518265209	0	0	6.654427355139579	0.2853206882643403	0.9245779898983322	0.5453737662151397	0.03128046584384524	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08650972923024913	0.9999887888990061
XRCC1	1	0	0	0	4	0	0	0	4.884111770649239	0.18983333405008784	0.5958779433699213	0.39653376063153645	0.04305742033946345	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08656743181152449	0.9999887888990061
P2RY13	0	1	0	0	3	17.561941761103846	0	0	6.541958160404826	0.2676314673631923	0.9383024798738591	0.5278640582400826	0.032379671216584166	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08664208534018414	0.9999887888990061
SLC35F6	0	4	0	0	1	62.765295653904225	0	0	2.080999235612646	0.017915303309498865	0.9255341406448332	0.05331566560202494	0.32067236871545096	0.6170055692612972	0.9702113026284171	0.945545527017947	1	0.08666160077764562	0.9999887888990061
TRIM48	0	4	0	0	0	98.41983044751832	0	0	0	0.005437035240222765	0.9154245962852141	0.017179544694781668	1	0.4086892847531655	0.9702113026284171	0.7632291645171312	1	0.0869978304757757	0.9999887888990061
R3HDM4	0	0	0	0	3	0	0	0	8.633439207969193	0.7672411291364027	0.9213363126817679	0.9544912353895404	0.018040975262194132	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8422853414774262	0.08716200284021636	0.9999887888990061
MLC1	0	0	1	0	1	0	163.1094776780824	163.1094776780824	2.047967501714033	0.7626107635283541	0.031098898125865082	0.053153558081058594	0.3241132992006933	0.9292052436354172	0.9584189068697208	0.945545527017947	1	0.08719377282786422	0.9999887888990061
AL121578.2	0	2	0	0	1	65.33475044718334	0	0	5.195514870120164	0.0363035370252166	0.9497032452959588	0.10748856955457087	0.16035612209673095	0.6841658139555099	0.9702113026284171	0.9623301590968034	1	0.08722900227989205	0.9999887888990061
FMNL2	0	3	1	1	1	26.244094536593092	151.01801750122735	151.01801750122735	0.7082632348105254	0.11537912815765627	0.008177883040978218	0.030027988382153592	0.5750561645473609	0.7260994603950114	0.9584189068697208	0.945545527017947	1	0.08735619501874059	0.9999887888990061
CLCN7	0	1	0	0	6	10.111422119215314	0	0	5.149434915617989	0.3975074074801628	0.897001357433504	0.6628801684226315	0.02624072618923829	0.7633297246615239	0.9702113026284171	0.9898026190382732	0.9541284121075827	0.0878699030931066	0.9999887888990061
OR5K4	0	5	0	0	0	90.90504987346364	0	0	0	0.004797902521748054	0.951640808733443	0.017443324823044448	1	0.3830880372670834	0.9702113026284171	0.768034143022068	1	0.08806782758170495	0.9999887888990061
ZNF737	1	8	0	0	1	7.003410043080316	0	0	1.4415860626590398	0.018299179957598888	0.6792266717781941	0.0432548769266049	0.40369489412819254	0.6228419815864263	0.9702113026284171	0.945545527017947	1	0.08814251061979694	0.9999887888990061
GABARAP	0	0	0	0	2	0	0	0	13.120876536405158	0.8281350083150596	0.932147583128325	0.974103883491505	0.017983476864429932	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.8422853414774262	0.08836910126503905	0.9999887888990061
SMC2	0	2	1	0	5	15.844258579700487	67.69302002293644	67.69302002293644	3.2309337047074473	0.24036010304549893	0.07807601693848099	0.20557850841886294	0.0854333450747605	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08855300812085387	0.9999887888990061
MICAL1	2	2	0	0	7	0.6469963967964195	0	0	4.985208840418887	0.6611618627823992	0.42335900292099093	0.6972274798633995	0.025237146761822777	0.9292052436354172	0.9702113026284171	0.9898026190382732	0.9330464937602773	0.08868544258887079	0.9999887888990061
P4HA2	0	6	0	0	0	74.06538867287745	0	0	0	0.007223203438429304	0.8839840947277242	0.017668696741402812	1	0.46935317595531584	0.9702113026284171	0.773232764329579	1	0.08897886330765203	0.9999887888990061
BECN1	0	3	0	0	2	41.81523515229078	0	0	3.4329566104119924	0.05395667878148125	0.896227422954174	0.1301275745983238	0.13606912136310215	0.7062500530767621	0.9702113026284171	0.9845685208912551	1	0.08913076907395323	0.9999887888990061
TRAM1	1	0	0	0	3	0	0	0	6.193053725183234	0.2539447565584668	0.6359775052740007	0.4899986783539181	0.036135774657718986	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.08913132204273111	0.9999887888990061
DOCK7	0	7	1	0	5	43.95377089951552	50.227061087978356	50.227061087978356	1.8078741607844568	0.028785222207862282	0.1050991104584279	0.08281763903229666	0.21398778722401549	0.6687607088244679	0.9702113026284171	0.9503526786883266	1	0.08919376491478703	0.9999887888990061
FAM219A	0	4	0	0	0	99.66388946074524	0	0	0	0.005245197711853611	0.930400376789664	0.01774288365800325	1	0.3980348741547664	0.9702113026284171	0.7742658907406464	1	0.0892781232616433	0.9999887888990061
FKBP14	0	3	1	0	0	75.40982182546867	228.88689226485008	228.88689226485008	0	0.01649240780969985	0.021592780921580013	0.01777146431564003	1	0.6064353284313241	0.9584189068697208	0.7742658907406464	1	0.08939333091467239	0.9999887888990061
COMMD4	1	0	0	1	1	0	16.784117987812216	16.784117987812216	3.668870690274428	0.3203046118751014	0.07658837741317326	0.08371290604821957	0.21238102125352756	0.7282668172298077	0.9702113026284171	0.9503526786883266	1	0.08942383022048928	0.9999887888990061
ACTR3	0	1	1	0	2	13.753603545593656	106.60187376598225	106.60187376598225	3.6951394541666076	0.32181459994302786	0.04884701953521409	0.1433946030332327	0.12402018216621867	0.7285426691454127	0.9584189068697208	0.9898026190382732	1	0.08944314132112807	0.9999887888990061
STIM2	3	0	1	0	1	0	2.245822854605787	2.245822854605787	1.025340020725701	0.02359563589783853	0.5141812081625153	0.03667949092398726	0.48573626537793735	0.6587708636474644	0.9702113026284171	0.945545527017947	1	0.08957501234630993	0.9999887888990061
LEF1	0	4	0	0	1	61.23301003731022	0	0	1.9353292891197609	0.01902340814756509	0.9101575979094333	0.05301435625632167	0.33642495876449985	0.6318096947074165	0.9702113026284171	0.945545527017947	1	0.08965069637047285	0.9999887888990061
FCHSD1	0	2	0	1	3	21.30139191946364	78.13505744466819	78.13505744466819	3.360919170685547	0.17519019808237934	0.06745167413908781	0.16742233706341192	0.10660480524911574	0.7260994603950114	0.9702113026284171	0.9898026190382732	1	0.0897017207034525	0.9999887888990061
NOTCH3	6	10	0	0	12	0.9488355925587046	0	0	4.000680701022762	0.9188523992142836	0.25234782790035304	0.5163681978442439	0.03456746287415306	0.9578274876601203	0.9702113026284171	0.9898026190382732	1	0.08970781125130789	0.9999887888990061
DNASE1L1	1	1	0	1	2	1.2461722141187306	14.70100277263855	14.70100277263855	5.1097803013063	0.874408528657611	0.08849311740018184	0.2230498316462347	0.080105123751014	0.9350609496665718	0.9702113026284171	0.9898026190382732	1	0.08977984702903985	0.9999887888990061
MYO1E	1	8	0	0	3	4.936254358049939	0	0	2.0941344877761163	0.06079706723986322	0.5364685442233976	0.08755057722411674	0.20420288761191632	0.7062500530767621	0.9702113026284171	0.9503526786883266	1	0.08982269288433631	0.9999887888990061
